tag,stemtag,species,dbh.2008,dbh.2013,quadrat,lx,ly,codes,dendrometer.height,Nail.height,dendro.diameter.2011,5/9/2011,5/13/2011,5/16/2011,5/24/2011,6/6/2011,6/13/2011,6/20/2011,6/27/2011,7/5/2011,7/11/2011,7/18/2011,7/25/2011,8/1/2011,8/8/2011,8/22/2011,9/6/2011,9/19/2011,10/5/2011,10/16/2011,11/1/2011,11/17/2011,Notes 2011,,4/11/2012,4/25/2012,5/8/2012,5/22/2012,6/5/2012,6/19/2012,7/2/2012,7/16/2012,7/30/2012,8/14/2012,8/28/2012,9/10/2012,9/24/2012,10/9/2012,10/23/2012,11/26/2012,Notes 2012,,DBH_mm (March 2013),4/8/2013,4/23/2013,5/6/2013,5/20/2013,6/3/2013,6/17/2013,7/1/2013,7/15/2013,7/29/2013,8/12/2013,8/26/2013,9/9/2013,9/23/2013,10/9/2013,Notes 2013,,3/24/2014,4/14/2014,5/1/2014,5/13/2014,5/27/2014,6/10/2014,6/23/2014,7/7/2014,7/21/2014,8/4/2014,8/18/2014,9/2/2014,9/15/2014,10/27/2014,Notes 2014,,3/22/2015,4/23/2015,5/7/2015,5/19/2015,6/3/2015,6/16/2015,7/1/2015,7/14/2015,7/28/2015,8/11/2015,8/25/2015,9/16/2015,Notes in 2015,,4/6/2016,5/12/2016,5/26/2016,6/9/2016,6/23/2016,7/7/2016,7/21/2016,8/4/2016,8/18/2016,9/1/2016,9/13/2016,9/29/2016,10/13/2016,10/27/2016,Notes in 2016,,4/18/2017,5/18/2017,6/2/2017,6/21/2017,6/30/2017,7/13/2017,7/31/2017,8/10/2017,8/17/2017,9/11/2017,9/21/2017,11/16/2017,Notes in 2017,,3/9/2018,4/6/2018,4/26/2018,5/15/2018,5/29/2018,6/14/2018,6/29/2018,7/12/2018,7/26/2018,8/9/2018,8/23/2018,notes 2018,location 2
131239,1,quru,559.4,587.0999756,1314,19.5,5.7,,1.47,1.49,556,48.21,49.87,51.52,52.88,54.33,56.14,56.67,57.65,55.55,59.48,59.02,59.28,59.57,60.38,60.68,62,62.23,62.15,62.32,62.69,62.6,,,67.22,70.48,10.76,73.93,74.83,76.17,77.18,78.2,79.58,80.3,81.39,81.33,81.73,81.74,81.78,82.58,,,589,82.21,85.36,87.48,89.62,92.24,95.27,95.95,99.81,98.37,99.04,99.36,99.36,99.33,99.27,,,99.9,100.43,104.26,105.1,107.34,110.76,112.49,113.62,115.02,116.11,117.72,117.97,117.92,118.38,,,118.79,121.52,123.94,125.95,128.68,129.88,132.34,134.54,135.2,136.59,136.38,136.99,,,139.01,144.72,145.93,148.13,150.44,152.26,153.41,154.12,155.32,156.28,155.9,156.97,NA,NA,8/4 window too large for calipers; 10/13 band broken,,79.24,82.97,84.66,86.75,87.2,87.92,88.89,89.01,89.05,89.33,89.51,90.08,,,89.71,89.3,92.17,95.55,96.85,99.84,100.85,101.98,103.25,104.33,105.11,,South
132077,1,qual,558.9,592.4000244,1319,9.9,15.9,,1.45,1.59,557.5,46.67,47.44,49.15,50.73,53.12,54.82,53.55,56.36,56.37,57.13,57.7,58.11,58.66,59.58,60.06,61.3,61.45,61.83,61.54,61.82,61.14,,,64.34,66.56,67.09,78.82,69.73,72.24,73.89,75.08,76.17,76.95,77.8,78.18,78.87,79.18,78.87,79.75,,,586.8,79.44,80.27,82.61,83.95,86.33,88.88,91.17,92.83,93.49,95.54,97.13,97.46,97.37,97.42,,,98,98.74,102.54,103.18,104.75,107.85,110.33,112.27,114.07,115.36,115.46,117.63,117.65,118.17,,,118.58,121.02,122.39,124.58,126.61,127.7,130.56,132.21,133.67,134.77,135.21,135.7,,,138.7,143.16,143.64,144.04,146.25,148.06,148.15,151.1,153.32,153.42,153.62,153.72,155.23,154.85,9/13 Needs new band,,160.3,15.99,18.06,20.76,24.53,23.37,25.9,25.95,27.12,27.32,27.04,27.91,,,26.6,26.88,29.85,33.07,35.26,37.51,39.53,40.19,41.09,44.54,45.39,,North
132539,1,litu,583.0,604.5,1331,15,15.9,,1.37,1.46,588.5,23.47,23.39,25.75,29.59,30.89,32.75,32.71,33.31,33.73,34.49,34.55,34.62,34.8,34.94,35.4,36.5,36.34,36.68,35.92,36.26,35.77,,,33.42,35.08,35.53,38.93,42.18,45.86,46.82,48.1,49.51,49.75,50.05,50.33,50.42,54.98,54.26,53.81,,,599,50.46,49.98,50.13,50.76,53.79,56.06,57.76,58.9,59.44,59.1,59.31,60.04,59.12,58.69,,,59.9,60.66,60.73,60.25,61.15,64.4,66.52,69.38,70.51,71.53,73.37,73.43,73.29,73.62,,,73.43,73.23,73.37,74.86,73.79,81.2,83.96,85.71,86.51,87.43,87.18,87.06,,,87.09,88.61,88.85,89.21,92.96,95.25,95.55,97.89,98.07,97.59,97.04,97.5,98,96.56,,,96.56,97.34,106.51,110.35,111.23,111.52,10.6,10.71,10.79,10.68,10.59,11.27,"needs replacing 6/2, replaced 7/27",,8.72,8.72,8.37,8.36,8.58,14.04,18.21,18.8,20.81,19.43,22.13,,North
140751,1,quru,646.6,677.0999756,1408,9.9,1.5,,1.4,1.55,657.8,31.94,33.16,34.4,35.3,36.52,38.77,39.14,39.69,39.69,40.72,41.36,41.56,41.84,42.96,42.41,43.88,44,43.72,44.02,44.08,44.25,,,46.08,48.98,49.84,51.96,53.79,56.38,57.91,59.21,60.63,61.3,61.86,61.97,62.1,62.51,62.51,62.44,,,671,61.47,63.77,64.61,66.49,68.7,70.45,71.71,74.02,75,75.88,76.37,76.3,76.36,76.41,,,78.02,77.75,80.09,81.07,82.41,84.73,86.86,88.7,90.17,91.08,92.75,94.76,93.38,93.38,,,94.06,96.38,97.79,100.06,102.83,104.04,107.36,109.76,112.28,112.79,112.99,113.42,,,115.43,120.83,121.6,123.29,126.46,128.14,129.47,131.52,132.57,132.56,132.46,133.36,133.6,133.3,,,134.62,137.02,140.82,143.07,144.06,145.29,147.79,148.55,148.91,149.22,149.32,150.5,"need to replace, 9/21",,35,34.73,36.66,41.37,43.06,46.98,48.95,50.38,52.31,54.3,55.02,,South
140825,1,litu,490.8,507.1000061,1411,8,5.9,,1.23,1.41,495,46.93,47.86,49.92,51.09,53.01,55.84,56.31,56.69,56.46,57.7,57.9,57.75,57.76,57.74,57.65,58.9,58.76,58.37,58.67,58.95,58.87,,,58.17,58.8,58.87,61.1,64.27,66.68,68.16,69.01,69.46,69.64,69.74,70,70.22,70.37,70.38,69.8,,,505.5,69.07,69.12,69.87,69.59,72.85,76.39,77.97,80.94,80.67,81.23,81.34,81.14,80.99,80.93,,,81.3,84.17,81.46,80.9,81.77,86.36,88.47,90.32,91.07,90.45,92.5,92.65,91.9,91.46,,,90.54,90.97,91.36,92.13,95.92,97.58,99.07,99.84,99.93,100.08,99.79,99.83,,,100.59,101.48,101.18,102.65,106.3,108.26,108.59,109.8,109.78,109.76,109.45,108.51,110.44,109.84,,,109.65,110.89,112.23,114.08,115.58,116.45,117.42,117.48,117.42,117.58,117.61,118.4,,,118.5,119.46,119.61,119.51,120.52,124.74,128.63,127.06,129.98,128.94,129.08,,South
142380,1,qual,545.7,574.9000244,1425,6.8,13.1,,1.33,1.43,554,38.32,38.47,40.82,41.32,42.78,44.82,45.13,45.22,45.25,46,46.43,46.28,46.58,46.95,47.23,48.5,52.02,50.8,51.31,51.25,50.85,,,53.18,55.33,55.91,50.53,59.08,61.3,62.54,63.55,64.04,64.14,64.6,64.97,65.38,65.74,65.35,65.14,,,570.1,64.47,66.35,68.33,69.64,71.59,73.73,76.32,77.41,77.11,78.96,79.58,79.71,79.58,79.32,,,78.87,80.57,84.52,84.59,86.43,89.18,91.1,92.71,93.48,93.62,94.79,96.33,96.24,95.48,,,94.45,97.25,97.86,99.27,100.75,101.68,103.14,104.64,105,105.45,105.09,105.21,,,107.21,111.99,112.23,112.75,115.12,116.17,116.47,117.96,118.11,117.65,117.82,126.24,129.18,126.01,band adjusted 9/29; band adjusted 10/13; band adjusted 10/27,,128.2,127.64,127.77,128.09,128.07,128.14,128.7,128.9,129.02,129,129.25,133.56,,,131.05,130.64,131.26,133.23,134.5,134.57,136.46,136.8,138.14,138.75,138.87,,North
142729,1,litu,463.5,474,1431,4.7,14.7,,1.28,1.3,467.7,11.57,11.63,12.61,13.37,14.04,16,15.47,15.83,15.84,16.14,16.1,16.1,16.12,16.08,16.18,22,17.07,17.25,16.89,17,16.93,,,15.42,16.1,16.08,17.44,18.73,20.37,20.52,20.75,21.13,21.52,21.69,21.72,21.84,21.98,21.09,21.3,,,471.1,20.28,20.16,20.3,20.93,22.78,24.8,25.54,27.17,27.83,27.54,27.84,27.99,27.61,27.84,,,26.73,27.5,27.3,26.65,27.23,29.61,30.85,31.31,31.64,31.82,32.81,33.02,33.01,32.2,,,33.02,31.92,32.12,33.09,35.57,36.36,37.87,38.09,38.26,38.27,38.13,38.22,,,39.17,40.02,39.86,39.76,40.14,40.52,40.79,41.37,41.39,41.05,40.83,41.5,41.79,41.52,,,39.97,40.62,41.44,42.85,43.18,43.23,44.04,43.9,44.29,44.52,44.53,45.1,,,45.22,45.16,44.51,45.26,46.27,49.01,50.4,50.25,51.07,51.79,51.99,,North
160910,1,litu,916.2,973,1607,8.6,1.1,,1.31,1.5,930.2,70.51,71.78,74.51,76.94,79.87,85.29,85.76,87.89,88.19,90.18,91.25,91.28,92.86,94.33,94.98,96.9,97.78,97.96,97.76,97.6,97.13,,,94.3,95.99,96.36,103.27,105.54,110.3,113.99,116.58,120.3,121.26,122.81,122.94,122.97,123.77,123.24,122.49,,,954,124.3,124.52,124.5,124.84,127.31,133.92,133.7,144,145.8,148,149.56,149.31,149.27,149.22,replace band,,147.02,148.11,148.31,147.47,150.35,149.1,159.38,162.25,166.94,169.09,172.79,175.4,174.75,174.17,,,172.55,172.78,5.15,5.69,9.94,12.97,18.39,21.93,24.12,26.44,25.83,26.52,new band 04/28/2015,,26.08,29.55,29.37,30.71,36.83,40.77,42.94,47.91,49.87,49.91,49.51,51.19,51.93,50.99,,,49.31,51.2,53.87,58.14,59.96,62.87,68.09,68.49,69.92,70.17,69.92,70.61,,,71.28,70.78,71.52,71.74,74.59,81.06,85.01,85.15,90.03,90.32,91.57,,South
160985,1,litu,829.9,845.9000244,1612,1.2,17.2,,1.26,1.56,832.9,35.2,35.54,36.3,40.2,40.57,41.61,41.9,42.25,42.09,42.81,43.24,45.88,45.38,45.4,44.3,45.8,45.92,45.59,45.98,45.94,46.14,,,48.52,48.59,48.7,49.64,51.32,54.08,55.18,56.77,58.09,58.36,58.85,58.86,59.38,59.51,59.52,59.63,,,843.9,68.17,67.43,66.84,66.34,68.27,67.47,68.22,70.02,70.16,70.88,72.97,72.65,72.57,72.63,,,73.58,72.59,72.66,71.24,71.62,74.29,76.41,76.78,78.88,79.58,80.77,80.97,80.99,81.05,,,79.9,80.01,80.51,80.91,82.92,84.26,87.36,88.27,89.19,89.96,89.64,89.84,,,89.33,91.28,91.02,92.01,95.71,97.23,98,100.1,100.09,99.65,99.03,100.44,100.86,100.12,,,98.53,100.96,102.72,105.74,106.12,107.5,108.66,109.02,109.32,109.56,109.46,109.96,,,109.59,113.54,111.73,112,113.22,115.8,118.02,119.05,121.35,122.01,122.38,,South
162439,1,quru,817.5,832.5,1627,16.3,0.3,,1.37,1.38,808.1,62.02,61.75,61.2,61.6,62.72,62.99,67.19,69.32,69.27,68.8,68.75,70.28,69.72,70.42,70.72,70,69.67,72.14,72.44,68.34,67.55,replace band--too small,,70.04,70.63,71.16,73.27,72.74,81.47,76.06,75.05,75.7,76.97,77.16,77.71,78.6,79.47,78.1,79.24,,,823.8,79.28,81.31,82.87,85.62,85.88,97.33,102.11,97.27,97.9,96.16,96.8,97.12,95.87,95.73,,,96.43,97.83,98.7,99.41,100.58,101.54,105.65,108.1,116.42,116.08,108.23,107.79,108.26,107.81,,,107.6,110.2,111.57,108.71,109.86,113.6,113.31,114.19,114.6,115.1,115.33,115.37,"band adjusted 5/20/15, 6/2/15",,127.62,122.18,122.23,122.52,124.05,125.45,125.74,126.73,129.3,129.28,128.82,128.97,132.55,131.25,badn adj. 10/27,,135.29,137.06,138.6,140.62,140.66,141.62,142.43,142.4,142.89,143.02,142.67,147.01,,,144.58,145.49,146.85,149,151.53,11.12,9.29,11.12,11.5,12.08,12.28,replaced 6/12,North
162543,1,qual,870.3,890,1627,7.5,16.6,,1.42,1.44,878,12.55,12.78,13.59,13.87,14.33,15.41,15.26,15.91,15.84,16.07,15.94,15.99,15.73,16.11,16.24,7,17.57,17.95,18.16,22,21.91,,,20.51,21.07,21.13,21.77,22.46,23.21,23.58,23.96,24.26,24.5,24.9,25.15,25.51,25.6,25.6,26.36,,,892,26.38,27.09,28.24,28.68,29.24,30.4,33.8,32.44,33.04,32.78,33.7,33.91,33.61,33.84,,,34.08,34.78,35.97,35.93,36.57,37.91,39.19,39.69,39.91,40.02,41.26,41.29,41.46,42.72,,,42.13,43.09,43.47,44.33,45.29,45.89,46.98,47.47,47.41,47.5,47.32,47.66,,,48.41,50.95,51.28,51.39,51.94,52.47,52.27,53.27,53.26,53.02,52.75,53.6,54.3,54.36,,,54.71,57.42,57.46,57.78,57.95,58.57,59.3,59,59.65,59.84,59.84,74.56,,,63.52,65.34,63.38,72.56,72.76,72.42,73.07,72.66,73.28,73.36,73.42,damaged 5/15,North
172202,1,quru,538.8,555.0999756,1717,17.1,1.8,,1.3,1.3,546,25.08,24.99,24.1,24.86,25.29,26.32,25.68,26.41,26.48,26.16,26.75,27.09,27.99,27.75,28.33,28.14,28.9,28.6,28.31,28.42,28.39,,,28.74,30.61,30.4,30.91,31.9,32.38,32.15,32.31,32.42,32.99,33.33,33.33,33.36,33.93,33.03,33.76,,,550.1,36.3,37.43,36.75,37.97,38.17,39.15,41.03,39.41,39.96,39.46,39.67,39.87,40.05,40.25,,,40.13,41.59,42.91,43.08,44.47,48.3,48.76,49.46,49.37,49.69,50.51,50.5,50.14,NA,band found on ground,,16.82,17.92,18.39,19.68,21.01,22.31,23.07,24.47,24.93,25.35,25.51,25.83,new band 12/03/2014. band slightly adjusted 6/16/15,,26.13,30.56,30.95,31.27,32.43,32.98,33.15,33.85,34.31,34.35,34.28,34.62,35.14,35.04,,,37.44,39.9,40.57,41.55,41.74,42.81,43.81,44.32,44.53,44.46,44.55,45.72,,,45.98,47.35,48.75,50.59,51.57,53.35,54.5,54.36,55.01,56.23,56.08,,North
172203,1,qual,321.5,368.5,1717,15.5,0.3,,1.3,1.3,361,100.32,100.51,100.61,100.07,100.53,100.56,100.4,100.59,100.61,100.63,100.36,100.37,100.4,100.3,100.48,100.69,100.5,100.61,100.47,100.6,100.28,,,99.76,100.67,95.6,100.76,100.78,101.2,101.24,101.21,101.33,101.25,101.35,101.51,101.43,101.69,101.32,101.49,,,365.6,100.8,102.13,101.64,101.78,102.76,103.17,106.34,103.75,104.34,103.72,103.91,104.16,103.73,103.97,,,103.31,104.09,104.7,104.43,104.98,105.52,105.8,106.07,106.22,106.15,106.62,106.83,106.63,117,Band adjusted on 10/2014,,116.14,116.04,116.3,6.32,6.55,6.3,6.6,6.73,6.63,6.57,6.36,6.65,new band 05/11/2015,,6.19,7.65,7.66,7.46,8.44,8.7,8.43,8.82,8.83,8.51,8.45,8.89,9.12,8.7,,,8.88,10.27,10.43,10.48,10.45,10.71,11.3,11.25,11.58,11.54,11.34,11.68,,,11.6,11.3,12.36,13.4,13.37,14.39,14.78,14.32,15.14,15.43,15.92,,North
172255,1,qual,622.8,645.2000122,1720,9.9,1.3,,1.3,1.3,643,13.36,13.54,14.28,15.02,16.4,17.47,17.5,18.35,18.68,19.23,19.48,20.06,20.55,21.2,21.88,22.78,22.82,23.32,23.14,23.34,23.05,,,24.37,25.43,26.05,26.98,27.73,29.16,29.66,30.82,31,31.63,32.17,32.55,32.65,32.76,32.66,32.96,,,642.1,33.52,33.85,33.73,34.56,35.43,36.33,38.44,38.79,39.46,40.5,40.85,40.92,41.23,41.17,,,42.71,43.12,44,45.92,46.02,46.8,47.8,48.96,50.1,51.03,52.19,52.46,52.57,52.87,,,52.25,53.8,54.31,55.66,56.85,57.57,59.12,59.98,60.91,61.56,61.78,61.77,,,63.06,66.29,66.66,66.86,68.54,70.17,71.42,73.03,74.01,74.2,74.11,74.63,75.25,75.07,,,76.24,79.38,80.11,81.35,81.62,82.98,84.21,84.19,84.63,84.62,84.76,85.47,,,85.29,85.05,85.76,87.75,88.86,90.21,92.56,93.83,94.98,98,98.6,,North
172470,1,quru,667.0,710,1728,11.1,12,,1.3,1.3,695,42.11,42.76,45.56,48.8,52.55,54.81,54.84,57.72,57.72,58.65,61.44,61.8,61.61,61.95,62.59,63,63.08,63.69,63.57,63.6,63.75,tag on ground,,68.89,72,74.3,77.4,80.72,83.54,84.95,86.07,86.6,89.19,89.85,90.22,90.72,90.75,90.72,91.12,,,704.2,91.59,91.99,96.61,99.1,103.34,105.76,106.42,112.89,113.72,116.16,117.61,117.93,118.24,118.36,,,118.52,121.22,123.44,125.71,127.07,130.59,134.62,136.09,137.5,138.78,142.93,142.65,142.68,142.4,,,142.19,143.77,145.14,148.23,151.34,152.87,158.29,161.47,163.28,163.81,165.58,165.84,,,5.99,7.43,7.75,9.00,11.76,13.72,14.65,16.70,17.63,17.63,17.63,18.43,18.96,18.79,,,21.73,26.00,28.58,30.97,32.03,34.76,36.89,37.52,37.91,38.93,38.97,39.87,,,40.58,41.91,43.04,47.03,49.24,53.27,56.72,57.6,62.79,65.45,67.98,,North
172499,1,qual,1017.5,1031.900024,1730,17,3.1,,1.32,1.38,1034.1,45.64,46.32,49.14,48.99,49.63,50.54,50.16,50.62,50.66,51.32,51.02,52.57,51.79,51.4,51.48,53.5,53.75,53.86,53.97,53.72,53.54,,,54.69,57.25,57.37,58.22,60.71,61.63,62.62,63.02,63.32,64.38,65.21,65.38,66.82,67.23,67.13,68.77,,,1030.9,67.99,68.92,68.93,71.29,72.17,74.66,76.71,77.08,78.11,78.08,79.38,79.87,79.22,79.52,,,81.41,81.82,83.99,83.87,85.36,87.76,88.88,89.68,90.39,91.21,92.04,92.58,92.58,93.41,,,93.8,94.88,94.69,96.12,98.01,98.62,100.21,100.84,101.16,101.78,101.94,102.06,,,105.31,108.36,108.51,108.76,110.18,111,111.53,114.52,114.61,114.58,115.84,116.45,116.98,116.61,,,117.27,121.38,121.68,122.07,122.08,122.61,123.44,123.63,125.41,127.87,127.94,129.08,,,128.87,128.56,129.25,131.09,133.8,134.73,136.82,136.49,138.12,139.91,140.64,,North
181030,1,qual,744.0,765.2000122,1816,5.4,10.6,,1.3,1.3,755,31.09,32.08,32.54,33.33,34.42,35.6,35.46,36.55,36.51,36.81,36.57,37.3,37.54,37.59,38.74,39.55,39.82,40,39.95,39.73,39.56,,,40.62,42.79,43.12,44.52,46.19,47.37,47.83,48.65,48.66,49.41,49.86,50.32,54.15,53.94,53.05,52.55,,,757.2,50.39,51.23,52.76,53.88,55.34,56.61,57.45,59.09,59.84,60.07,60.71,61.22,60.5,60.68,,,59.81,61.14,63,62.97,64.15,66.02,67.41,68.53,69.54,70.05,70.9,71.35,71.3,71.2,,,71.13,72.63,73.66,75.19,76.55,76.97,78.08,78.62,78.96,79.2,79.25,79.37,,,79.54,83.51,83.62,84.12,86.07,87.31,87.86,89.14,89.41,89.33,88.91,89.61,93.03,91.73,,,94.17,94.35,94.88,95.23,95.91,97.02,97.92,97.96,98.57,98.66,98.37,99.41,,,98.98,98.59,99.91,102.5,103.43,105.24,16.54,16.56,106.61,111.08,110.92,,North
190067,1,litu,690.8,726.0999756,1902,19,2.2,,1.3,1.3,700,7.84,8.28,9.15,11.09,13.37,16.95,17.42,18.87,18.87,20.49,21.66,21.63,22.46,22.73,23.02,24,24.67,24.65,24.71,24.6,24.43,,,21.75,23.61,23.73,26.67,29.85,34.6,36.3,38.58,40.16,41.16,41.48,41.6,41.63,41.72,41.72,40.77,,,709.5,39.6,39.72,39.74,40.34,42.38,47.89,50.03,53.49,54.44,55.1,55.57,55.58,55.62,55.76,loose band,,57.33,55.63,57.01,56.05,57.16,60.1,63.37,65.36,67.67,69.04,71.09,71.64,74.19,72.73,,,71.45,69.49,71.51,71.21,76.75,79.93,83.17,85.93,87.99,88.94,88.79,89.02,band slightly adjusted 6/17/15,,86.24,89.52,88.92,89.59,94.69,97.3,98.75,100.63,101.01,100.69,100.26,101.29,101.54,100.25,,,98.83,100.46,101.82,105.26,105.99,108.06,109.46,111.15,111.67,112.1,111.85,112.42,,,112.13,111.72,111.55,112.34,114.11,119.65,123.15,123.37,125.31,127.96,127.7,,South
190413,1,litu,965.3,1001.599976,1904,14.7,4.6,,1.3,1.48,979.5,47.98,48.83,50.33,52.42,54.54,57.84,57.87,59.1,59.19,61.07,61.6,61.73,62.97,64.16,65.04,65.5,66.111,65.93,66.19,66.11,65.67,,,63.42,65.06,65.68,67.76,70.29,73.51,77.06,78.96,81.34,82.39,83.29,83.57,83.63,83.96,83.99,83.58,,,990,82.59,82.66,83.39,82.76,83.98,89.72,93.13,98.24,99.84,101.31,102.17,101.85,101.93,101.84,,,102.5,100.21,102.05,100.8,101.56,105.43,108.7,111.55,114.55,116.62,119.09,119.86,120.6,NA,band on ground; needs replacement,,NA,127.56,9.78,9.42,12.67,14.66,17.63,19.85,23.43,23.48,24.44,24.63,,,23.66,25.52,25.22,25.89,29.42,31.55,33.83,37.58,39.89,39.54,40.06,41.03,41.66,41.25,,,39.23,41.42,43.26,47.2,48.15,50.48,54.44,54.87,55.64,58.1,58.57,57.94,,,57.51,56.4,57.04,56.96,58.92,62.62,66.5,66.48,69.51,70.59,70.75,,South
190694,1,quru,1272.5,1265.5,1909,18.2,14.7,,1.42,1.47,1237.5,15.95,16.91,17.47,21.81,21.46,22.88,22.83,23,23.2,23.74,24.22,24.21,24.39,25.36,24.83,38.5,29.93,25.89,25.9,26.74,26.28,,,26.48,28.28,43.16,44.57,27.83,28.3,28.3,28.31,28.72,29.24,29.89,30.34,31.06,31.67,31.9,31.17,,,1266,32.32,33.35,35.79,37.31,39.87,40.28,40.32,42.36,42.35,42.53,42.63,42.53,42.67,42.71,,,42.35,42.16,45.45,47.34,51.06,54.95,53.76,56.92,55.65,55.51,56.97,56.66,55.79,55.83,loose band in 6/10/2014,,53.25,54.58,56.35,58.13,61.01,61.71,62.91,65.03,66.07,67.68,67.88,69.07,band adjusted 8/11/15,,68.03,83.74,83.11,85.03,85.83,87.01,87.43,88.05,88.88,89.03,88.95,89.68,90.72,92.08,band adjusted 5/12,,94.6,96.63,98.45,99.47,99.3,99.61,100.29,101.62,101.39,101.86,101.64,100.72,,,100.59,100.21,100.25,102.68,103.26,103.25,106.72,110.12,110.35,111.66,111.83,,South
190838,1,quru,522.5,553.5,1916,19.1,19.7,,1.3,1.3,531,24.1,25.97,26.89,29.52,31.34,33.89,33.78,35.65,35.64,36.84,37.03,37.51,37.95,38.67,39.36,40.21,40.3,40.36,40.62,40.73,40.73,,,45.4,48.63,49.58,52.35,53.61,55.9,56.64,57.87,57.92,58.77,59.26,60,59.62,59.44,59.8,60.11,,,546.2,59.72,60.13,64.21,66.05,68.75,70.61,72.8,76.79,77.43,79.6,80.51,80.4,80.73,80.42,,,80.7,84.16,86.6,87.32,89.53,93.1,95.57,98.36,99.94,101.25,103.09,103.88,104.05,104.47,,,104.24,107.92,109.7,113.06,116.13,118.33,122.91,127.08,130.02,131.94,132.35,133.29,,,136.28,142.56,143.94,146.36,149.65,152.95,153.73,157.77,158.61,159.69,158.73,160.2,160.66,160.43,window too large for calipers 7/21,,26.65,30.94,33.4,36.11,36.71,38.66,40.5,40.52,41.3,41.92,41.62,NA,double checked 5/18,,42.28,42.58,45.33,49.63,51.48,54.85,56.94,57.56,58.31,60.63,61.22,,North
192244,1,qual,423.0,443.5,1919,18.1,16.8,,1.3,1.3,436,87.09,87.35,87.35,87.68,88.7,89.54,89.38,89.66,89.57,90.04,90.58,91.02,91.02,90.88,91.18,92.62,92.64,92.88,92.62,92.43,92.12,,,92.99,95.3,95.7,97.32,99.41,100.75,101.7,102.6,102.72,103.65,104.06,104.8,104.35,105.06,104.38,104.94,,,444.4,103.86,105.06,105.44,107.31,108.68,110.18,111.72,112.78,113.84,113.65,115.74,116.89,114.34,114.21,,,114.99,116.52,119.04,118.18,119.3,121.81,122.54,123.89,124.57,124.86,126.75,126.77,126.62,126.89,,,126.92,129.04,129.47,135.03,134.29,134.55,134.73,134.78,134.62,134.63,134.59,134.25,,,134.72,134.66,134.51,134.56,134.49,134.66,134.35,134.32,134.34,134.29,134.36,134.37,134.3,134.39,Needs new band 9/13,,134.34,11.24,11.85,12.27,12.28,12.96,14.01,13.94,14.42,14.16,14.18,14.59,double checked 5/18,,12.61,12.54,20.66,19.43,19.38,20.33,21.04,20.82,21.13,22.75,22.5,,North
192437,1,litu,409.0,436.8999939,1925,17,11.5,,1.3,1.3,420,61.37,61.34,63.09,65.29,67.1,70.06,70.32,71.04,71.02,72.57,72.75,73.19,73.18,73.34,73.57,72.83,74.07,74.48,75.19,74.7,74.82,,,73.58,74.33,74.52,78,81.65,85.11,86.52,88.37,88.92,89.48,90.17,90.67,90.87,91.13,90.22,90.23,,,430.6,89.88,89.77,89.71,90.59,93.24,96.61,99.36,102.15,102.93,105.45,106.55,107.21,106.35,106.41,9/10/12 data was taken on the whole cut window 9/24 is correct,,106.92,107.32,107.36,106.82,107.04,107.25,115.5,107.76,107.29,107.33,121.44,no taken,123.28,107.3,Not collected on 09/2/2014. band band in october 2014.,,13.73,14.89,16.25,15.93,16.34,18.57,21.54,24.98,27.25,29.57,29.7,29.98,,,30.79,31.17,30.94,31.65,35.11,37.71,38.3,41.32,43.44,43.55,43.43,44.16,44.6,44.36,,,43.91,44.33,46.7,49.31,49.81,50.86,52.19,51.46,52.22,52.09,51.76,58.86,,,10.13,10.33,9.34,9.43,9.36,10.25,10.49,10.25,10.46,10.99,10.68,,North
192466,1,quru,780.0,809,1926,13.3,1.7,,1.3,1.3,793,71.63,72.24,73.92,75.33,78.07,79.65,79.43,81.12,81.13,81.68,81.94,81.5,81.96,83.52,83.33,84,84.64,85.35,84.35,84.95,84.31,,,88.13,91.11,93.4,95.17,96.42,99.18,100.29,101.07,101.14,103.05,103.74,104.83,104.04,104.42,104.66,104.54,,,803,104.12,107.47,109.13,111.19,114.45,116.34,118.17,121.31,121.95,123.63,124.47,124.76,124.55,124.49,,,124.07,127.3,129.25,130.66,132.81,135.87,138.08,140.02,141.34,142.35,143.47,143.71,143.69,144.07,,,143.97,146.86,148.54,151.77,153.66,156.67,159.25,163.31,164.86,165.79,166.58,166.16,band window wider than calliper 6/16/15,,15.92,20.11,20.71,22.21,24.96,27.09,27.86,29.48,30.41,32.75,32.29,31.49,32.24,31.83,,,34.01,38.71,40.67,42.77,43.14,45.99,48.68,49,49.38,49.43,49.14,49.56,,,49.53,49.47,51.43,55.52,57.33,60.09,61.99,63.33,64.94,65.71,66.27,,North
